country_code	country	1950	1951	1952	1953	1954	1955	1956	1957	1958	1959	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023
1830	Latin America and the Caribbean	26.161	26.613	27.019	27.393	27.731	27.97	28.244	28.415	28.593	28.727	28.83	28.857	28.868	28.77	28.516	28.141	27.734	27.288	26.85	26.51	26.07	26.105	25.858	25.649	25.344	25.178	24.938	24.839	24.601	24.291	23.952	23.729	23.439	23.199	22.795	22.355	22.105	21.596	21.131	20.717	20.273	19.87	19.399	19.082	18.721	18.345	17.898	17.538	17.074	16.634	16.127	15.603	15.143	14.635	14.277	13.963	13.544	13.156	12.885	12.611	12.171	12.12	11.803	11.532	11.276	10.903	10.239	9.913	9.65	9.114	7.259	6.055	7.356	7.595
5542	Group A: Oceania (excluding Australia and New Zealand)	28.797	29.564	30.068	30.21	30.569	30.469	30.382	30.607	30.727	30.641	30.425	30.107	29.844	29.961	30.085	29.943	29.395	30.722	32.46	32.622	32.021	31.663	31.214	30.9	30.497	29.916	29.4	29.127	29.175	28.902	28.05	27.874	27.325	26.854	26.926	26.824	27.228	27.765	27.146	26.72	27.816	28.804	28.881	28.842	27.056	25.92	23.887	23.007	21.331	21.379	21.446	21.547	20.808	21.274	21.083	20.741	20.608	19.855	18.737	17.618	16.852	16.546	15.932	15.459	14.548	13.66	12.876	12.088	11.166	10.614	9.703	9.085	8.448	7.722
1835	Oceania (excluding Australia and New Zealand)	24.295	22.842	26.133	26.878	27.333	27.99	28.322	28.827	29.066	29.149	29.337	29.455	29.694	29.896	30.018	30.201	30.335	30.351	30.461	30.51	30.455	30.288	30.125	29.726	29.451	29.252	29.168	28.994	28.776	28.49	28.269	28.216	28.161	28.297	28.262	28.199	27.992	27.875	27.801	27.57	27.333	26.918	26.661	26.479	26.168	25.874	25.719	25.533	25.021	25.194	24.957	24.725	24.37	24.122	23.773	23.46	23.212	22.899	22.702	22.351	22.171	21.882	21.509	21.216	20.909	20.477	20.06	19.591	19.183	18.72	18.124	17.228	17.358	17.107
5543	Group A: Europe, Northern America, Australia and New Zealand	11.447	11.094	11.392	11.421	11.717	11.882	11.933	11.838	12.102	11.961	11.733	11.314	10.201	9.789	9.33	8.301	7.949	7.818	7.101	6.521	6.3	6.309	6.153	5.763	6.09	5.685	5.623	5.363	5.012	4.709	4.409	4.199	4.396	4.307	3.986	3.649	4.091	3.951	3.456	2.732	1.904	1.016	-0.00900000000000034	-1.422	-2.027	-2.403	-2.278	-2.175	-2.272	-2.839	-2.851	-2.921	-3.014	-3.013	-2.533	-2.683	-2.135	-1.686	-1.219	-1.047	-1.165	-1.025	-0.952	-1.034	-0.955	-1.263	-1.066	-1.598	-2.098	-2.439	-4.297	-5.312	-4.413	-3.778
1836	Australia/New Zealand	14.064	13.676	14.307	14.278	13.938	14.17	13.999	14.377	14.56	14.2	14.409	14.898	13.952	13.451	12.065	11.354	10.869	11.279	11.468	12.105	11.866	13.348	12.455	10.978	10.147	9.551	8.519	8.551	8.212	8.164	7.98	8.398	8.219	8.462	8.03	7.931	8.037	7.847	7.922	7.764	8.653	8.331	8.254	8.089	7.566	7.361	7.001	6.833	6.686	6.558	6.525	6.208	6.022	6.098	6.226	6.649	6.72	7.336	7.451	7.281	7.261	6.886	6.914	6.722	6.062	6.13	6.091	5.674	5.895	5.373	5.061	5.038	3.719	4.489
5544	Group B – peaking (between 2025-2054)	19.112	19.125	21.608	22.107	23.241	23.465	23.774	24.525	24.715	24.68	24.612	23.991	24.334	24.299	23.991	23.477	23.042	22.704	22.024	21.963	21.796	21.661	21.29	21.182	20.689	21.002	21.082	21.181	21.246	21.49	21.384	21.24	21.215	20.979	20.727	20.148	19.65	19.034	18.564	18.229	17.701	17.294	16.592	16.005	15.261	14.46	13.822	13.355	12.934	12.466	12.169	11.814	11.417	11.142	10.983	10.79	10.615	10.45	10.131	10.089	9.93	9.821	9.812	9.75	9.899	9.688	9.146	8.813	8.266	7.643	6.224	5.256	5.678	5.708
1829	Europe and Northern America	11.386	11.049	11.467	11.414	11.809	11.792	11.879	11.871	12.074	11.971	11.711	11.495	10.512	10.057	9.808	8.712	8.164	7.866	7.165	6.899	6.926	6.678	6.054	5.552	5.67	5.334	5.197	5.293	5.066	5.125	5.026	4.882	5.008	4.773	4.631	4.415	4.654	4.655	4.439	4.152	3.824	3.239	2.582	1.501	1.133	0.771999999999999	0.805999999999999	0.821	0.773999999999999	0.414000000000002	0.527000000000001	0.446	0.331999999999999	0.394	0.83	0.731	1.235	1.524	1.695	1.736	1.553	1.531	1.49	1.332	1.417	1.075	1.108	0.625	0.247	0.00900000000000034	-1.732	-2.184	-1.517	-1.089
5545	Group B: Sub-Saharan Africa	27.521	27.948	28.384	28.761	28.699	29.117	28.956	28.88	27.961	28.193	28.778	28.942	29.515	29.691	29.257	29.223	28.836	27.874	27.222	26.096	23.873	23.946	24.17	24.366	24.923	25.104	24.788	24.528	24.315	23.664	22.717	23.186	21.663	21.858	22.082	21.78	21.16	20.842	20.556	20.401	20.9	20.461	19.973	18.93	18.097	16.979	16.586	16.457	16.101	16.011	16.52	16.048	15.658	15.532	15.42	15.299	14.467	14.125	13.937	13.393	12.797	12.888	12.501	11.888	11.544	11.06	10.873	10.468	9.27	8.613	7.927	7.266	7.226	7.671
5502	Europe, Northern America, Australia, and New Zealand	11.423	11.086	11.507	11.455	11.84	11.827	11.91	11.909	12.112	12.005	11.753	11.549	10.567	10.11	9.844	8.754	8.208	7.922	7.237	6.987	7.01	6.795	6.167	5.648	5.75	5.41	5.258	5.353	5.124	5.181	5.081	4.948	5.068	4.843	4.696	4.483	4.719	4.718	4.507	4.224	3.92	3.342	2.698	1.636	1.265	0.908999999999999	0.936	0.946999999999999	0.899999999999999	0.546000000000001	0.657	0.572000000000001	0.456999999999999	0.520000000000001	0.951000000000001	0.864999999999998	1.36	1.658	1.829	1.866	1.689	1.659	1.622	1.466	1.532	1.201	1.234	0.756	0.395	0.151	-1.552	-1.99	-1.375	-0.936
5546	Group B: Northern Africa and Western Asia	24.427	24.636	25.045	25.334	25.783	26.171	26.611	26.4	26.413	26.954	27.292	27.978	28.009	28.047	27.914	27.724	27.544	26.939	26.54	26.276	26.117	26.013	25.654	25.165	24.563	24.177	23.821	23.634	23.746	23.788	23.662	23.534	23.05	22.711	22.32	22.01	21.658	21.116	20.629	20.002	18.867	18.378	17.803	17.669	17.129	16.78	16.302	16.136	15.786	14.976	14.261	13.523	12.705	12.282	12.529	12.481	12.439	12.223	11.919	11.651	11.315	10.987	11.699	11.749	12.103	11.81	11.427	11.033	10.466	9.541	7.291	5.658	6.208	6.086
5547	Group B: Central and Southern Asia	20.489	21.14	21.935	22.554	23.141	24.089	24.751	25.473	26.421	26.98	26.68	26.378	25.838	26.013	25.902	25.999	26.205	26.555	26.297	26.471	26.093	25.529	24.854	24.743	24.931	25.604	26.838	27.837	28.647	30.618	30.867	29.849	30.442	30.126	30.283	29.309	28.177	26.955	25.785	24.994	23.507	22.443	20.424	18.482	15.759	13.877	12.442	11.48	11.113	11.075	11.22	11.383	11.471	11.12	11.24	11.812	12.101	12.289	12.211	11.923	12.255	12.554	12.946	13.234	13.347	13.267	13.091	12.418	11.257	9.807	7.624	7.237	8.184	8.017
901	More developed regions	12.075	11.573	11.847	11.599	11.871	11.826	11.771	11.612	11.954	11.815	11.532	11.323	10.441	10.112	9.927	9.019	8.156	8.385	7.686	7.433	7.467	7.396	6.885	6.445	6.462	6.015	5.777	5.784	5.523	5.515	5.315	5.128	5.213	4.969	4.812	4.55	4.714	4.679	4.422	4.122	3.8	3.286	2.673	1.688	1.39	1.003	1.064	1.053	1	0.631	0.756	0.661999999999999	0.533	0.539	0.897	0.737	1.19	1.439	1.567	1.586	1.381	1.293	1.247	1.089	1.126	0.816000000000001	0.810000000000001	0.329000000000001	-0.0350000000000001	-0.306999999999999	-1.853	-2.32	-1.887	-1.449
5548	Group B: Eastern and South-Eastern Asia	9.714	8.784	17.876	19.42	23.505	23.697	23.949	26.836	26.931	25.889	25.843	22.785	25.08	25.143	24.569	23.842	23.315	23.333	22.15	22.591	22.537	22.69	22.035	22.372	20.88	22.121	22.003	21.706	21.61	21.658	21.396	21.544	21.788	21.918	21.739	21.001	20.001	19.082	18.728	18.837	18.778	18.579	17.968	17.278	16.374	14.835	13.902	13.002	12.196	11.657	11.693	11.573	11.354	11.543	11.023	10.392	10.204	10.241	9.36	9.984	9.825	9.872	9.991	9.94	10.343	10.244	9.571	9.164	8.332	8.224	8.14	7.117	7.013	6.634
902	Less developed regions	19.952	20.306	22.904	22.477	23.667	23.911	23.399	24.808	23.505	19.682	17.712	18.949	25.684	28.174	26.408	25.708	25.286	24.536	26.07	25.57	25.479	24.279	24.379	24.018	23.189	22.21	21.867	21.392	21.4	21.908	22.105	22.3	22.713	21.786	21.949	21.992	22.258	22.296	21.663	21.595	21.371	19.799	19.151	18.716	18.11	17.945	17.508	17.142	16.759	16.55	16.586	16.235	15.957	15.714	15.547	15.422	15.352	15.314	15.285	15.245	15.108	14.945	15.068	14.663	14.419	14.013	13.842	13.434	12.8	12.35	11.14	10	10.778	10.624
5549	Group B: Latin America and the Caribbean	26.296	26.699	27.081	27.293	27.497	27.584	27.803	27.871	27.966	27.996	27.902	27.732	27.515	27.215	26.639	25.958	25.268	24.568	23.939	23.555	23.351	23.157	23.028	22.912	22.689	22.749	22.794	22.852	22.776	22.666	22.44	22.265	21.95	21.509	20.955	20.322	20.005	19.438	18.919	18.45	17.916	17.476	16.929	16.67	16.353	16.041	15.605	15.314	14.971	14.422	13.825	13.253	12.69	12.16	11.889	11.622	11.201	10.791	10.594	10.327	10.034	9.789	9.428	9.241	9.18	8.932	8.172	7.99	7.749	7.102	5.369	4.172	4.923	5.293
941	Least developed countries	19.621	20.228	20.805	21.309	21.837	22.298	22.697	22.61	22.987	23.96	24.315	24.674	25.048	25.121	25.528	25.517	25.749	26.199	26.381	26.575	25.709	22.056	26.982	27.193	27.044	25.945	26.277	26.465	26.699	28.136	28.505	28.484	28.43	27.592	27.352	27.32	27.456	27.636	27.161	27.495	27.274	26.524	26.505	26.762	25.443	26.943	26.79	26.773	26.391	26.73	26.924	26.893	26.792	26.76	26.708	26.634	26.631	26.555	26.239	25.983	25.963	25.636	25.73	25.643	25.411	25.298	25.226	25.079	25.167	25.04	24.738	24.255	24.514	24.633
5550	Group B: Oceania (excluding Australia and New Zealand)	23.71	25.103	26.311	27.39	28.789	30.136	31.237	32.126	32.702	32.912	32.845	32.701	33.36	33.101	32.641	32.173	31.3	30.199	29.54	28.695	27.833	26.907	25.831	24.644	24.505	25.109	25.583	25.891	26.002	25.806	26.013	26.119	26.006	26.199	26.227	25.859	24.844	24.428	24.571	23.926	23.443	22.895	22.151	21.523	20.859	20.338	20.006	19.229	18.592	18.388	17.806	17.527	16.98	16.593	16.345	16.154	16.128	15.655	15.41	14.882	14.607	13.891	12.978	12.988	12.732	12.131	11.544	11.008	10.394	9.766	9.179	7.106	8.636	8.399
934	Less developed regions, excluding least developed countries	19.998	20.316	23.185	22.632	23.91	24.124	23.492	25.097	23.573	19.12	16.84	18.189	25.769	28.58	26.524	25.734	25.225	24.316	26.029	25.437	25.448	24.575	24.034	23.595	22.673	21.71	21.275	20.709	20.684	21.061	21.233	21.458	21.931	20.987	21.203	21.252	21.533	21.547	20.889	20.76	20.533	18.839	18.092	17.544	17.029	16.606	16.113	15.68	15.281	14.973	14.969	14.552	14.227	13.931	13.726	13.573	13.472	13.421	13.422	13.4	13.223	13.068	13.176	12.694	12.425	11.943	11.726	11.243	10.442	9.896	8.47	7.156	7.996	7.743
5551	Group B: Europe, Northern America, Australia and New Zealand	10.251	9.659	10.255	9.796	9.703	9.451	9.463	9.395	9.326	9.484	8.968	9.299	8.808	8.944	9.347	8.662	8.176	7.829	6.995	6.857	6.567	6.208	5.551	4.767	4.444	3.938	3.536	3.669	3.417	3.477	3.437	3.222	3.115	2.68	2.767	2.54	2.72	2.972	3.11	3.073	3.383	3.509	3.499	2.919	3.142	2.77	2.785	2.813	2.775	2.669	2.861	2.693	2.483	2.545	2.861	2.734	2.889	2.931	3.118	3.15	3.15	2.973	2.585	2.317	2.514	2.015	2.043	1.752	1.486	1.469	0.591999999999999	1.203	0.167999999999999	0.165000000000001
948	Less developed regions, excluding China	20.836	21.496	22.719	23.321	24.112	24.484	24.827	25.093	25.302	25.609	25.81	25.803	26.049	26.073	26.03	25.2	25.311	25.343	25.493	25.416	25.179	24.499	25.284	25.288	25.126	24.889	24.954	24.897	24.916	25.262	25.362	25.355	25.286	25.075	24.9	24.597	24.406	24.053	23.668	23.428	22.983	22.597	22.195	21.859	21.239	21.147	20.743	20.424	20.05	19.862	19.737	19.523	19.204	18.924	18.645	18.446	18.296	18.162	18.048	17.916	17.769	17.595	17.45	17.154	16.757	16.508	16.141	15.695	15.429	15.006	14.02	12.861	14.062	14.046
5552	Group C – growing (peak after 2055)	19.044	19.426	20.054	20.439	21.058	21.304	21.607	21.745	21.962	22.275	22.441	22.624	22.651	22.618	22.713	21.758	21.855	21.879	22.112	22.161	22.093	21.384	22.104	22.084	22.086	21.822	21.922	22.055	22.15	22.606	22.829	22.876	22.892	22.751	22.717	22.572	22.526	22.363	22.122	22	21.713	21.363	21.065	20.754	20.254	20.294	20.002	19.761	19.476	19.374	19.355	19.204	18.939	18.72	18.518	18.346	18.284	18.187	18.109	17.963	17.8	17.602	17.434	17.108	16.673	16.408	16.11	15.651	15.445	15.091	14.092	13.046	14.323	14.316
1636	Land-locked Developing Countries (LLDC)	20.171	20.576	21.038	21.493	21.9	22.347	22.812	22.218	22.743	24.175	24.526	24.747	24.85	24.737	24.763	24.502	24.002	24.353	24.307	24.273	24.456	24.684	24.362	24.846	24.837	25.034	25.557	25.73	25.751	26.122	26.38	26.609	26.619	25.755	25.787	26.289	26.788	27.424	26.571	27.234	26.966	26.865	26.36	26.08	23.223	25.843	25.404	25.225	24.599	25.103	25.125	25.007	25.03	25.194	25.545	25.617	25.755	25.971	26.078	25.447	26.078	25.995	25.88	25.701	25.376	25.118	24.811	24.462	24.648	24.431	24.011	23.438	23.636	23.819
5553	Group C: Sub-Saharan Africa	19.946	20.518	20.995	21.487	21.91	22.316	22.722	22.476	22.849	23.819	24.027	24.3	24.743	24.945	25.23	25.415	25.502	25.791	26.201	26.413	26.779	27.137	27.11	27.591	27.758	28.049	28.569	28.841	29.003	29.275	29.39	29.401	29.467	28.81	28.648	28.666	28.562	28.813	28.277	28.528	28.125	27.687	27.371	27.494	25.801	27.546	27.354	27.201	26.815	27.255	27.524	27.575	27.599	27.741	27.969	28.192	28.316	28.391	28.576	28.217	28.459	28.141	28.147	27.875	27.502	27.107	26.714	26.358	26.196	25.826	25.387	24.875	24.942	25.041
2087	LLDC: Africa	21.186	21.659	22.075	22.471	22.794	23.099	23.404	21.768	22.086	24.42	24.724	25.048	25.348	25.479	26.029	26.028	25.467	26.454	26.669	26.746	27.007	27.273	26.559	27.466	27.277	27.585	28.505	28.806	28.977	29.496	29.697	29.836	30.05	28.034	28.168	28.629	28.72	29.918	28.635	29.955	29.599	29.621	29.286	28.988	24.35	29.268	29.202	29.234	28.525	29.595	29.828	29.916	30.091	30.239	30.53	30.724	30.742	30.771	30.696	29.549	30.487	30.321	29.952	29.511	28.872	28.55	28.204	27.9	28.143	27.826	27.735	27.077	26.754	27.149
5554	Group C: Northern Africa and Western Asia	23.175	24.166	25.073	25.638	25.652	25.659	25.951	25.625	25.921	26.42	26.556	27.167	27.777	28.137	28.174	28.095	28.149	28.209	28.333	28.468	28.663	28.886	29.002	28.923	29.12	29.255	29.195	29.66	29.818	30.14	30.274	30.255	30.132	30.127	29.858	29.658	29.433	28.993	28.48	27.912	27.4	27.012	26.601	25.917	25.419	24.677	24.014	23.647	23.358	23.09	22.817	22.545	22.254	22.054	21.841	21.838	22.016	22.21	22.291	22.416	22.501	22.395	22.347	22.151	21.919	21.474	20.805	20.489	19.646	19.116	18.158	17.498	17.892	17.852
2088	LLDC: Asia	18.839	19.202	19.697	20.284	20.785	21.521	22.257	22.964	23.774	24.276	24.766	24.95	24.943	24.504	23.964	23.344	22.877	22.522	22.162	22.019	22.128	22.331	22.448	22.436	22.621	22.685	22.745	22.799	22.633	22.836	23.129	23.392	22.998	23.49	23.322	23.965	25.079	24.963	24.616	24.515	24.348	24.049	23.264	23.037	22.497	22.187	21.101	20.503	19.873	19.524	19.156	18.624	18.35	18.489	18.884	18.644	18.861	19.299	19.58	19.661	19.704	19.682	19.934	20.159	20.293	20.085	19.763	19.266	19.316	19.251	18.355	18.042	18.834	18.475
5555	Group C: Central and Southern Asia	20.771	21.208	21.774	22.203	22.924	23.232	23.451	23.631	23.709	23.884	24.139	24.245	24.383	24.391	24.452	23.409	23.406	23.367	24.058	23.947	23.546	21.85	24.25	24.331	24.401	24.232	24.403	24.171	24.143	24.335	24.658	24.772	24.735	24.742	24.746	24.572	24.669	24.233	23.946	23.627	23.199	22.715	22.421	21.998	21.752	21.405	21.025	20.736	20.458	20.248	20.163	19.936	19.473	18.971	18.468	17.847	17.465	17.111	16.908	16.746	16.352	15.997	15.658	15.237	14.545	14.401	14.207	13.62	13.554	13.152	12.117	10.438	12.505	12.278
2089	LLDC: Europe	17.173	17.286	18.484	18.481	19.324	18.89	19.042	18.379	19.046	18.899	18.435	17.49	15.65	15.132	13.747	13.377	12.85	12.266	11.885	11.458	11.564	11.719	11.974	12.161	12.415	12.486	12.329	11.91	11.699	11.735	11.949	11.998	12.254	12.752	13.086	12.916	13.057	13.189	11.975	10.349	9.435	8.44	7.341	6.437	5.279	3.978	2.931	3.04	2.419	1.832	1.794	1.449	1.33	1.472	1.42	1.281	1.495	1.65	2.194	2.835	2.945	2.242	2.231	1.858	2.65	2.191	1.867	0.939	0.49	-0.536999999999999	-2.655	-4.851	-2.182	-2.395
5556	Group C: Eastern and South-Eastern Asia	22.449	23.319	24.205	25.02	25.829	26.542	27.14	27.633	27.998	28.452	28.824	28.931	29.055	29.057	28.997	25.625	27.854	28.416	28.056	27.878	27.351	26.897	26.461	26.142	25.413	22.965	22.628	22.617	23.049	24.947	25	24.678	24.635	24.448	24.104	23.226	22.398	22.089	21.903	21.43	20.912	20.83	20.265	20.176	19.903	19.635	19.327	18.912	18.287	17.635	17.147	16.871	16.501	16.172	15.5	15.925	15.854	15.793	15.539	15.392	15.199	15.241	14.919	14.253	13.597	13.109	12.467	11.768	11.099	10.527	9.232	7.351	9.241	9.052
2090	LLDC: Latin America	22.311	22.554	22.681	23.014	23.261	23.546	23.748	24.014	24.264	24.528	24.796	24.998	25.24	25.458	25.494	25.455	25.373	25.302	25.22	25.059	24.906	24.784	24.576	24.645	24.663	24.671	25.018	25.091	25.132	25.298	25.536	25.777	25.718	25.725	25.837	25.702	25.769	25.793	25.817	25.644	25.454	25.323	24.793	24.331	23.86	23.358	22.935	22.282	21.821	21.376	20.644	19.971	19.441	19.077	18.793	18.543	18.488	18.199	18.002	17.787	17.493	17.278	17.134	16.88	16.7	16.478	16.172	15.802	15.482	15.108	12.516	10.646	13.925	14.149
5557	Group C: Latin America and the Caribbean	27.085	27.728	28.224	28.826	29.337	29.782	30.123	30.442	30.709	30.931	31.213	31.473	31.709	31.83	32.021	32.048	32.11	32.039	31.891	31.598	30.825	31.23	30.878	30.587	30.216	29.867	29.337	29.148	28.801	28.225	27.728	27.4	26.949	26.909	26.658	26.404	26.172	25.652	25.151	24.756	24.373	24.049	23.679	23.291	22.847	22.356	21.865	21.317	20.681	20.342	19.935	19.437	19.052	18.532	18.074	17.694	17.283	16.886	16.467	16.135	15.471	15.628	15.344	14.946	14.46	13.907	13.357	12.889	12.59	12.183	10.083	9.032	10.853	10.909
1637	Small Island Developing States (SIDS)	23.629	23.616	24.243	24.711	25.171	25.659	26.005	26.247	26.502	26.774	27.097	27.12	27.309	27.171	27.119	26.614	26.127	25.349	24.743	24.232	23.779	23.523	23.099	22.547	21.902	20.828	20.336	19.679	19.026	18.853	18.773	18.745	19.203	19.258	19.132	19.016	18.853	18.923	19.155	19.018	18.88	18.268	17.851	17.427	17.019	16.669	16.325	16.179	15.666	15.578	15.461	15.02	14.783	14.482	13.929	13.68	13.298	13.152	13.169	13.143	11.574	12.898	12.651	12.327	12.031	11.722	11.246	10.854	10.654	10.258	9.65	8.062	9.194	9.177
